Linker 1,Linker 2,Linker 3,Linker 4,Linker 5,Linker 6
"4,4',4'',4'''-[methanetetrayltetrakis(4,1-phenylene)]tetrapyridine",,,,,
"4,4',4'',4'''-[methanetetrayltetrakis(4,1-phenylene)]tetrapyridine",,,,,
isonicoate,acetate,isonicoate,acetate,,
"4,4',4'',4'''-[methanetetrayltetrakis(4,1-phenylene)]tetrapyridine",chloro,,,,
"hydrogen2-(pyridin-2-yl)-1H-imidazole-4,5-dicarboxylat","pyridine-2,6-dicarboxylate",,,,
"hydrogen2-(pyridin-2-yl)-1H-imidazole-4,5-dicarboxylat",,,,,
"4,4'-bipyridine",5-(carboxylatemethoxy)isophthalate,,,,
dihydrogen3-(3-carboxylatephenoxy)phthalate,hydroxo,"4,4'-bipyridine",,,
"benzene-1,3,5-tricarboxylate","5-carboxybenzene-1,3-dicarboxylate)-bis(ethano",,,,
"1,3,5-tris(1,2,4-triazol-1-ylmethyl)benzene",,,,,
"3,5-dicarboxybenzenesulfonate",aqua,,,,
"3,5-dicarboxybenzenesulfonate",,,,,
"Benzene-1,3,5-tricarboxylate","1,1'-(biphenyl-4,4'-diylbis",,,,
"Benzene-1,3,5-tricarboxylate","1,1'-(biphenyl-4,4'-diylbis",,,,
"Benzene-1,3,5-tricarboxylate","1,1'-(biphenyl-4,4'-diylbis",,,,
"Benzene-1,3,5-tricarboxylate","1,1'-(biphenyl-4,4'-diylbis",,,,
"5,5-oxybis([1,1:3,1-terphenyl]-4,4-dicarboxylate)","4,4'-(1,4-phenylene)dipyridine",,,,
"Benzene-1,2-dicarboxylate","1,1'-(biphenyl-4,4'-diylbis",,,,
"Thiophene-2,5-dicarboxylate",oxalate,,,,
"Thiophene-2,5-dicarboxylate",oxalate,,,,
"Thiophene-2,5-dicarboxylate",oxalate,,,,
"5,5-oxybis([1,1:3,1-terphenyl]-4,4-dicarboxylate)","4,2:5,4-terpyridine",,,,
"Thiophene-2,5-dicarboxylate",oxalate,,,,
"Thiophene-2,5-dicarboxylate",oxalate,,,,
"5,5-oxybis([1,1:3,1-terphenyl]-4,4-dicarboxylate)","2,5-bis(pyridin-4-yl)pyrazine",,,,
"Thiophene-2,5-dicarboxylate",oxalate,,,,
"triphenylene-2,3,6,7,10,11-hexolate","6,7,10,11-tetraoxo-6,7,10,11-tetrahydrotriphenylene-2,3-bis(olate)",hydroxo,,,
"Piperazine-1,4-bis",,,,,
"1,4-Piperazine-diiumbis",,,,,
"Pyrazole-3,5-dicarboxylate",aqua)-(i,,,,
Nitrilotriacetate,,,,,
fluoro,sulfate,"4,4',4''-(1,3,5-triazine-2,4,6-triyl)tribenzoate","2,4,6-tri(pyridin-4-yl)-1,3,5-triazin",,
formate,oxalate,,,,
tris(4-Imidazolylphenyl)amine,"5-aminobenzene-1,3-dicarboxylate-O,O',O''",,,,
"tris(4-Imidazolylphenyl)amine)-(2-(4-carboxybenzylamino)benzoate-O,O",,,,,
tris(4-Imidazolylphenyl)amine,"benzene-1,4-dicarboxylate",,,,
"1,4-bis(pyridin-4-ylmethyl)-1,4-dihydropyrazin","4,4'-(phenylimino)dibenzoate",,,,
Iodo,pyridine-4-carboxylate)-(N-methylformamid,,,,
pyridine-4-carboxylate,iodo,,,,
iodo,"pyridine-4-carboxylate)-tetrakis(N,N-dimethylformamid",,,,
"2,4,6-tri(1H-imidazol-1-yl)-1,3,5-triazine)-hexakis(isothiocyana",,,,,
"nonane-1,9-dicarboxylate",oxo,hydroxo),cucurbit(6)uril,,
"biphenyl-2,3,3',5'-tetracarboxylate","1,4-bis(pyridin-2-ylmethyl)piperazine",,,,
5-carboxyisophthalate,"4-methyl-3-(4-(pyridin-3-yl)pyrimidin-2-yl)benzene-1,3-diamine",,,,
"1H-Imidazol-1-yl)-N,N-bis(4-(1H-imidazol-1-yl)phenyl)anilin",malonate,,,,
4-Phosphonylbenzoate,4-phosphonylbenzoate,4-carboxyphenylphosphonate,fluoro,oxo,
4-carboxyphenylphosphonate,oxo,oxo,,,
Hydrogen4-carboxyphenylphosphonate,fluoro),,,,
"2,4-Dihydroxy-1,5-benzenedisulfonate",,,,,
"1,1':3',1''-Terphenyl-4,4'',5'-tricarboxylate",,,,,
"4,4'-bis(Imidazolylbiphenyl)","1,1':3',1''-terphenyl-4,4'',5'-tricarboxylate)",,,,
"u1-2,4,6-Trinitroresorcinolate",aqua,,,,
"Dihydrogen-benzene-1,4-diphosphonate","hydrogen-benzene-1,4-diphosphonate",,,,
"Benzene-1,3-dicarboxylate","1,1'-(1,4-phenylenebis",,,,
"25,26,27,28-tetrakis(pyridin-3-ylmethoxy)calix[4]arene",,,,,
"5-(1,3-Dioxo-1,3-dihydro-2H-isoindol-2-yl)isophthalate)-(N,N-dimethylacetamid",,,,,
"N,N'-di(pyridin-4-yl)terephthalamide","4,4'-oxydibenzoate",,,,
N-(4-(isonicooylamino)phenyl)isonicoamide,"4,4'-oxydibenzoate",,,,
Chloro,"3,5-bis(4-aminophenyl)-1,2,4-triazolat",,,,
Chloro,"3,5-bis(4-aminophenyl)-1,2,4-triazolat",,,,
Chloro,"3,5-bis(4-aminophenyl)-1,2,4-triazolat",,,,
"2,5-diaminoterephthalate",,,,,
Bromo,"3,5-bis(4-aminophenyl)-1,2,4-triazolat",,,,
"2,5-diaminoterephthalate)-diaqua-bis(N,N-dimethylformamid",,,,,
Bromo,"3,5-bis(4-aminophenyl)-1,2,4-triazolat",,,,
"1,6-bis(1,2,4-Triazol-1-yl)hexane",5-nitroisophthalate,,,,
azido,prop-2-en-1-amine,,,,
"2,3-dihydroxybenzene-1,4-dicarboxylate","1,1'-[1,2-phenylenebis",,,,
"1,1'-[1,4-phenylenebis",oxido,,,,
"Benzene-1,3,5-tricarboxylate)-bis(N,N-dimethylformamid",,,,,
"1,3,5,7-tetra-azatricyclo(3.3.1.3,7)decane","thiophene-2,5-dicarboxylate",,,,
"4-(phosphonomethyl)benzoate)-tris(1,10-phenanthrolin",,,,,
2-amino-4-nitrobenzoate,2-amino-4-nitrobenzoate,aqua,,,
"naphthalene-2,6-dicarboxylate",formate,,,,
"1H-imidazole-4,5-dicarboxylate",sulfate)-tetradecaaqua-(i,,,,
Oxo,oxo,aqua,"1,4-diazoniabicyclo[2.2.2]octane-1,4-diacetate",oxo,
,,,,,
,,,,,
,,,,,
"thiophene-2,5-diphosphonate",,,,,
"1H-Imidazole-4,5-dicarboxylate-N,O,O,O',O'',O'''","1H-imidazole-4,5-dicarboxylate-N,O,O',O'')-tetra-aqua-tri-(i",,,,
sulfate,"imidazole-4,5-dicarboxylate)-tetradecaaqua-(i",,,,
5-(Isonicoamido)isophthalate,5-(isonicoamido)isophthalate)-aqua-(ii,,,,
"3,8-dihydropyridazino(4,5-g)phthalazino-1,4,6,9-tetrone",,,,,
"4,4'-sulfonyldibenzoate",hydroxido,,,,
"benzene-1,3,5-tricarboxylate)-tetra-aqua-(i",,,,,
,,,,,
"5-{4-[(3,5-dicarboxylatephenoxy)methyl]phenyl}tetrazolate)-bis(2,2'-bipyridin",,,,,
cyano,pyrazine,,,,
"5,5'-(anthracene-9,10-diyl)bis(tetrazolate)","1,3-bis(4-pyridyl)propane",,,,
"benzene-1,4-dicarboxylate)-tetrakis(aqu",,,,,
"benzene-1,4-dicarboxylate)-bis(aqua)-(N,N-dimethylformami",,,,,
"benzene-1,4-dicarboxylate)-tetrakis(N,N-diethylformamid",,,,,
"1,1'-[6-(4-carboxypiperidin-1-yl)-1,3,5-triazine-2,4-diyl]di(piperidine-4-carboxylate",,,,,
"1,1'-[6-(4-carboxypiperidin-1-yl)-1,3,5-triazine-2,4-diyl]di(piperidine-4-carboxylate",,,,,
"1,1'-[6-(4-carboxypiperidin-1-yl)-1,3,5-triazine-2,4-diyl]di(piperidine-4-carboxylate",,,,,
"1,2,3,4,5-pentacyanocyclopentadienido)-bis(nitromethan",,,,,
dicyanamido,,,,,
dicyanamido,,,,,
dicyanamido,,,,,
dicyanamido,,,,,
dicyanamido,,,,,
dicyanamido,,,,,
dicyanamido,,,,,
dicyanamido,,,,,
dicyanamido,,,,,
hydrogendiethyl,,,,,
"benzene-1,3,5-tris(4-benzoate)",,,,,
"benzene-1,3,5-tris(4-benzoate)",aqua,,,,
"3,6-di(pyridin-4-yl)pyridazine",cyano,,,,
"3,6-di(pyridin-4-yl)pyridazine",cyano,,,,
"3,6-di(pyridin-4-yl)pyridazine",cyano,,,,
"3,6-di(pyridin-4-yl)pyridazine",cyano,,,,
8-hydroxyquinoline-5-sulfonate,,,,,
5-methyltetrazolate,isonicoate,,,,
5-ethyltetrazolate,isonicoate,,,,
4-amino-1-[5-O-(hydroxyphosphinate)pentofuranosyl]pyrimidin-2(1H)-on,,,,,
aqua,methanetrisulfonate,,,,
methanetrisulfonate,,,,,
"4,4'-(1,1,1,3,3,3-hexafluoropropane-2,2-diyl)dibenzoate","4,4'-(1,1,1,3,3,3-hexafluoropropane-2,2-diyl)dibenzoic",,,,
methanetrisulfonate,,,,,
"4,4'-oxydiphthalate","1,2-bis(4-pyridyl)ethene",,,,
"4,4'-Bipyridine-N,N'","terephthalate-O,O',O'',O'''",,,,
"Terephthalate-O,O,O',O'',O'''","1,2-bis(4-pyridyl)ethane-N,N'",hydrogen,,,
"9-Oxo-9H-fluorene-2,7-dicarboxylate",,,,,
"9-Oxo-9H-fluorene-2,7-dicarboxylate",,,,,
"naphthalene-2,6-dicarboxylate","4,4'-bipyridine",,,,
"4,4',4''-(benzene-1,3,5-triyl)tribenzoate",,,,,
terephthalate,isonicoate,hydroxo,,,
"5,11,17,23-tetra-t-butyl-25,26,27,28-tetrakis(carboxylatemethoxy)-2,8,14,20-tetrathiacalix(4)aren","hexane-1,6-diamine)-tetrakis(N,N-dimethylformamid",,,,
u1-silicate,4-ammoniobutanoate,oxo,hydroxo,oxo,oxo
5-thiolateisophthalate,,,,,
5-thiolateisophthalate,,,,,
5-thiolateisophthalate,,,,,
terephthalate)-diaqua-bis(dimethylformamid,,,,,
"5-(4-(1H-1,2,4-triazol-1-yl)phenyl)tetrazolyl",chloro,,,,
"4-(4,2':6',4''-terpyridin-4'-yl)benzoate",oxalate,,,,
"Pyridine-2,6-dicarboxylate","pyridine-2,6-dicarboxylate",,,,
"Pyridine-2,6-dicarboxylate","pyridine-2,6-dicarboxylate",,,,
"Pyridine-2,6-dicarboxylate","pyridine-2,6-dicarboxylate",,,,
"naphthalene-1,4-dicarboxylate",tetrakis{4-[(1H-imidazol-1-yl)methyl]phenyl}pyrazine,aqua,,,
"tetrahydrofuran-2,3,4,5-tetracarboxylate",,,,,
"tetrahydrofuran-2,3,4,5-tetracarboxylate",,,,,
"tetrahydrofuran-2,3,4,5-tetracarboxylate",,,,,
"tetrahydrofuran-2,3,4,5-tetracarboxylate",,,,,
"Glutarate-O,O,O',O''",aqua,"1,4-bis(imidazol-1-ylmethyl)benzene-3,N3",,,
"4,4'-bipyridine)-bis(hexafluorosilicat",,,,,
6-oxidopyridinium-2-carboxylate,,,,,
cyanurate,hydroxo,,,,
cyanurate,hydroxo,,,,
sulfate,sulfate,1H-benzimidazole-5-carboxylate,1H-benzimidazole-5-carboxylate,aqua,
formate,,,,,
"3,3',3''-(benzene-1,3,5-triyl)tris(prop-2-enoic",,,,,
"3,6-dinitropyrazolo[4,3-c]pyrazole-1,4-diyl)bis(nitroazanide",,,,,
"4,4'-bipyridine",2-hydroxybutanedioate,,,,
"4,4'-(ethane-1,2-diyl)dipyridine","hexa-2,4-dienedioate",,,,
3-(N-(1-(pyridin-3-yl)ethylidene)ethanehydrazonoyl)pyridine,"hexa-2,4-dienedioate",,,,
"hexa-2,4-dienedioate",4-(((pyridin-4-ylmethylene)hydrazono)methyl)pyridine,,,,
"hexa-2,4-dienedioate",3-(((pyridin-3-ylmethylene)hydrazono)methyl)pyridine,,,,
L-hydrogenmalate,"4,4'-bipyridine",L-hydrogen,,,
L-hydrogenmalate,"4,4'-bipyridine",L-hydrogen,,,
1-(4-(1H-imidazol-1-yl)phenyl)-1H-imidazol,"2,2'-[(5-carboxy-1,3-phenylene)bis(oxy)]dibenzoate",,,,
benzenehexacarboxylate,,,,,
"5-t-Butyl-25-carboxymethoxy-26,27,28-trihydroxy-2,8,14,20-tetrathiacalix[4]arene-11,17,23-trisulfonate",aqua,,,,
"2,5-dibromoterephthalate",,,,,
"2,5-dibromoterephthalate",,,,,
"4,4'-(ethene-1,2-diyl)dipyridine",selenocyanate)-(i,,,,
"4,4'-(ethene-1,2-diyl)dipyridine",selenocyanate)-(i,,,,
"4,4'-diazenediyldipyridine",selenocyanate)-bis(selenocyanat,,,,
"3,3'-bipyridine",selenocyanate)-(i,,,,
"3,3'-diazenediyldipyridine",selenocyanate)-(i,,,,
hexakis(4-carboxylatephenyl)benzene)-aqua-tris(dimethylformamid,,,,,
hexakis(4-carboxylatephenyl)benzene,aqua)-diaqua-hexakis(diethylformamid,,,,
"5,5'-Diazene-1,2-diyldiisophthalate",,,,,
"5,5'-Diazene-1,2-diyldiisophthalate",,,,,
"thiophene-2,5-dicarboxylate",,,,,
"hydroxo)-hexakis([1,1:3,1-terphenyl]-4,5,4-tricarboxylat",,,,,
"hydroxo)-hexakis([1,1:3,1-terphenyl]-4,5,4-tricarboxylat",,,,,
hydroxo,"N,N'-(ethane-1,2-diyl)di(pyridine-4-carboxamide)",oxo,,,
(4-Carboxypiperidyl)phosphonate,,,,,
"hexa-2,4-dienedioate","4,4'-(diazenediyl)dipyridine",,,,
"benzene-1,2,4,5-tetracarboxylate",,,,,
"5,10,15,20-tetrakis(pyridin-4-yl)porphyinate",,,,,
2-hydroxy-5-nitrobenzoate,aqua,,,,
,,,,,
"Adipate-O,O,O',O'',O'',O'''","adipate-O,O,O',O'',O'''",,,,
"Adipate-O,O,O',O'',O'',O'''","adipate-O,O,O',O'',O'''",,,,
"Adipate-O,O,O',O'',O'',O'''","adipate-O,O,O',O'',O'''",,,,
"Adipate-O,O,O',O'',O'',O'''","adipate-O,O,O',O'',O'''",,,,
,,,,,
fumarate,fumaric,,,,
"3-(4-carboxylatephenoxy)benzene-1,2-dicarboxylate","4,4'-(ethene-1,2-diyl)dipyridine)-tetrakis(aqu",,,,
"[1,1:4,1-terphenyl]-3,2,5,3-tetracarboxylate","1,1'-([1,1'-biphenyl]-4,4'-diyl)di(1H-imidazole)",,,,
"2-amino[1,1:3,1-terphenyl]-3,5,5,3,5-pentacarboxylate",formate)-bis(formate)-bis(aq,,,,
,,,,,
"2,2'-Dithiobis(benzoate)",hydroxo,,,,
"4,4'-Bipyridine-N,N')-tetrakis(pentachloropheny",,,,,
"4,4'-Bipyridine-N,N')-octakis(pentachlorophenyl)-bis(tetrahydrofur",,,,,
"4,4'-Bipyridine-N,N')-tetrakis(pentachloropheny",,,,,
5-(hydrogen,,,,,
"5-(hydrogenphosphono)benzene-1,3-dicarboxylate)-(i",,,,,
5-(hydrogen,,,,,
"5-(hydrogenphosphono)benzene-1,3-dicarboxylate)-diaqua-di-(i",,,,,
"hydrogen4,4',4''-[benzene-1,3,5-triyltris(oxy)]tribenzoate","4,4'-bipyridine",,,,
"1,1'-[1,4-phenylenebis",2-methylbutanedioate,,,,
4-(isonicooylamino)phthalate,,,,,
4-(10-(4-carboxyphenyl)-9-anthryl)benzoat,isonicoate,,,,
"cyclohexane-1,2,3,4,5,6-hexacarboxylate",aqua,,,,
oxido)-hexadecakis(1-ethenyl-1H-imidazole)-octaoxo-tetra-(,,,,,
oxido)-tetradecakis(1-ethenyl-1H-imidazole)-octaoxo-diaqua-tetra-(,,,,,
3-amino-3-oxopropanate,,,,,
"1,4-Phenylenediacetate","1,4-bis(benzimidazol-1-ylmethyl)benzene","1,4-bis(benzimidazol-1-ylmethyl)benzene",,,
"1,3-Phenylenediacetate","1,4-bis(benzimidazol-1-ylmethyl)benzene",,,,
,,,,,
,,,,,
"Nitrate-O,O","nitrate-O,O'",quinazoline,,,
"5-carboxy[1,1:3,1-terphenyl]-2,5,6,2-tetracarboxylate","1,1'-([1,1'-biphenyl]-4,4'-diyl)bis(1H-imidazole)",,,,
4-(1H-Benzimidazol-2-yl)butanoate,,,,,
"Benzene-1,4-dicarboxylate",,,,,
"Benzene-1,4-dicarboxylate",,,,,
"Benzene-1,4-dicarboxylate",,,,,
"Benzene-1,4-dicarboxylate",,,,,
"Benzene-1,4-dicarboxylate",,,,,
"1-[(pyridin-4-yl)methyl]-1H-1,2,4-triazole-3-carboxylate",chloro,,,,
"4,4',4''-(1,3,5-Triazine-2,4,6-triyltriimino)tribenzoate",,,,,
"4,4',4''-(1,3,5-Triazine-2,4,6-triyltriimino)tribenzoate",,,,,
"terephthalate-O,O',O'',O'''","terephthalate-O,O,O',O'","terephthalate-O,O'",,,
"ethylenediamine-N,N,N',N'-tetraacetate",,,,,
"1,2,4-Triazolyl","1,2,4-triazolyl","1,2,4-4H-triazole",,,
2-(Pyridin-3-yl)terephthalate,2-(pyridin-3-yl)terephthalate,,,,
2-(Pyridin-3-yl)terephthalate,,,,,
"1,1'-(1,4-Phenylene)bis(1H-imidazole)","pyridine-2,3-dicarboxylate",,,,
formate,,,,,
"1H-benzimidazole-5,6-dicarboxylate",,,,,
terephthalate,terephthalate,"1,1'-(1,4-phenylenebis",,,
"selenophene-2,5-dicarboxylate","1,4-diazabicyclo[2.2.2]octane",,,,
"5-carboxy[1,1:3,1-terphenyl]-2,5,2,5-tetracarboxylate",hydroxido,,,,
"4,4'-(8-hydroxy-2-methylquinoline-5,7-diyl)dibenzoate",,,,,
u1-silicate,"4,4'-methylenebis(3,5-dimethyl-1H-pyrazole)",oxido,,,
"3,3'-[cyclohexane-1,2-diylbis(azanylylidenemethylylidene)]bis(5-t-butyl-4-oxidobenzoate))-octakis(N,N-dimethylformamid",,,,,
cyano,5-(1-aminoethyl)-1H-tetrazol-1-yl)-nitrate-aqua-di-,,,,
"4,4'-bipyridine","furan-2,5-dicarboxylate",,,,
Isonicoate,isonicoate,,,,
"Isonicoate-N,O,O'","isonicoate-N,O",,,,
"Isonicoate-O,O',N","isonicoate-O,N",,,,
4-pyridinecarboxylate,4-pyridinecarboxylate,,,,
4-pyridinecarboxylate,4-pyridinecarboxylate,,,,
"4,4'-(propane-1,3-diyl)dipyridine","2-[4,5-bis",oxalate,,,
Hexamethylenetetraamine,diglycolate,,,,
Hexamethylenetetraamine,m-phthalate,,,,
4-[(4-hydroxyphenyl)diazenyl]benzene-1-sulfonate,,,,,
Oxalate,oxalic,,,,
butyrate,,,,,
Oxalate,,,,,
Oxalate,chloro,nitrate,,,
"5,5'-benzene-1,4-diylbis(2H-tetrazol-2-yl)",sulfate,hydroxo,,,
"5,5',5''-Benzene-1,3,5-triyltris(2H-tetrazol-2-yl)",sulfate,hydroxo,,,
"5,5'-biphenyl-4,4'-diylbis(2H-tetrazolyl)","5,5'-biphenyl-4,4'-diylbis(2H-tetrazolyl)",fluoro,,,
"5-(2-pyridyl)benzene-1,3-dicarboxylate","5-(2-pyridyl)benzene-1,3-dicarboxylate)-(N,N-dimethylformamid",,,,
5-(pyridin-4-yl)isophthalate,,,,,
"4,4'-bipyridine",,,,,
"1,4-bis[(pyridin-4-yl)methyl]piperazine","4,4'-[(5-carboxylate-1,3-phenylene)bis(oxy)]dibenzoate",,,,
"1,1'-(propane-1,3-diyl)bis(1H-imidazole)","3,5-bis(4-carboxylatephenoxy)benzoate",,,,
2-hydroxy-5-sulfonatebenzoate,"1,1'-(1,2-phenylenebis",,,,
"2,3-dihydroxybutanedioate","2,3-dihydroxybutanedioate",,,,
oxo,"1,1'-[1,4-phenylenebis",,,,
"4,4'-Bipyridyl",oxo,,,,
"4,4'-Bipyridyl",oxo,,,,
"4,4'-Bipyridine",oxo,,,,
"4,4'-bipyridine",oxo,,,,
"9-oxo-9H-fluorene-2,7-dicarboxylate)-tetrakis(nitrat",,,,,
Tetracyanoquinodimethane,,,,,
Oxalate,,,,,
"4,6-di(pyridin-4-yl)benzene-1,3-dicarboxylate",,,,,
5-(3-carboxylatephenyl)pyridine-2-carboxylate)-decaaqua-bis(5-(3-carboxyphenyl)pyridine-2-carboxylat,,,,,
hydroxo,"4,4'-[1,3-phenylenebis","2,2'-(1,4-phenylene)diacetate",,,
hydroxo,"4,4'-[1,3-phenylenebis","2,2'-(1,4-phenylene)diacetate",,,
"(R,R)-3,5-bis(1-hydroxyethyl)-1,2,4-triazola",,,,,
"(S,S)-3,5-bis(1-hydroxyethyl)-1,2,4-triazola",,,,,
"3,5-diisopropyl-1,2,4-triazolate",,,,,
"3,5-diisopropyl-1,2,4-triazolate",,,,,
"Pyridine-2,5-dicarboxylate","pyridine-2,5-dicarboxylate",oxalate)-octa-aqua-di-(i,,,
"Pyridine-3,4-dicarboxylate-O,O'",,,,,
"4,4'-{methylenebis[(3,5-dimethyl-1H-pyrazole-1,4-diyl)]}dibenzoate",,,,,
"4,4'-{methylenebis[(3,5-dimethyl-1H-pyrazole-1,4-diyl)]}dibenzoate",,,,,
"4,4'-{methylenebis[(3,5-dimethyl-1H-pyrazole-1,4-diyl)]}dibenzoate",,,,,
"4,4'-{methylenebis[(3,5-dimethyl-1H-pyrazole-1,4-diyl)]}dibenzoate",,,,,
"pyrimidine-2,4,6(1H,3H,5H)-trion",aqua,,,,
Oxydiacetate)-hexa-aqua-tri-(i,,,,,
"4,4'-{methylenebis[(3,5-dimethyl-1H-pyrazole-1,4-diyl)]}dibenzoate",,,,,
"2,5-dichloroterephthalate","1,4-bis(5,6-dimethyl-1H-benzimidazol-1-yl)but-2-ene",,,,
"2,5-dichloroterephthalate","1,2-bis((5,6-dimethyl-1H-benzimidazol-1-yl)methyl)benzene",,,,
"2,5-dichloroterephthalate","1,4-bis((5,6-dimethyl-1H-benzimidazol-1-yl)methyl)benzene",,,,
Oxalate,aqua,,,,
Oxalate,aqua,,,,
Oxalate,aqua,,,,
"3,5-bis(1H-1,2,4-triazol-1-yl)benzoate",oxo,,,,
3-(((pyridin-3-ylmethylene)hydrazono)methyl)pyridine)-tetrakis(isothiocyanat,,,,,
cyano,4-(pyridin-4-yldiazenyl)pyridine,,,,
carbonate,aqua,peroxo,,,
"2,5-bis[(prop-2-en-1-yl)sulfanyl]benzene-1,4-dicarboxylate",,,,,
Squarate,,,,,
Squarate,,,,,
"5,5-(1,4-Phenylene)bis(tetrazolate)",,,,,
Squarate,hydroxo,,,,
Squarate,hydroxo,,,,
